Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
swisspar_exkivity.pdf,68147,Not reported,Exkivity,mobocertinib,Takeda Pharma AG,Small molecule,hard capsules,oral,temporary authorisation,withdrawn,01.06.2022,2022,yes,no,"Exkivity as monotherapy is indicated for the treatment of adult patients with epidermal growth factor receptor (EGFR) exon 20 insertion mutation-positive locally advanced or metastatic non-small cell lung cancer (NSCLC), who have received prior platinum-based chemotherapy.","Exkivity as monotherapy is indicated for the treatment of adult patients with epidermal growth factor receptor (EGFR) exon 20 insertion mutation-positive unresectable or metastatic non-small cell lung cancer (NSCLC), whose disease has progressed on or after platinum-containing chemotherapy.",Neoplasms; Diseases of the respiratory system,31.08.2021,2021,yes,FDA
swisspar_bimzelx_ie_psoriatic_arthritis.pdf,68548,Not reported,Bimzelx,bimekizumab,UCB-Pharma SA,Biologics,"solution for injection in pre-filled syringe, solution for injection in pre-filled pen",subcutaneous,approved,authorised (under additional monitoring),29.07.2024,2024,no,yes,"Bimzelx, alone or in combination with methotrexate, is indicated for the treatment of active psoriatic arthritis in adults who have had an inadequate response or who have been intolerant to 1 or more disease-modifying antirheumatic drugs (DMARDs).","Bimzelx, alone or in combination with methotrexate, is indicated for the treatment of active psoriatic arthritis in adults who have had an inadequate response or who have been intolerant to 1 or more disease-modifying antirheumatic drugs (DMARDs).",Diseases of the musculoskeletal system and connective tissue; Diseases of the skin,25.07.2023,2023,no,NA
swisspar_poteligeo.pdf,67444,EMA/H/C/004232/0000,Poteligeo,mogamulizumab,Kyowa Kirin Sàrl,Biologics,concentrate for solution for infusion,intravenous,approved,authorised,01.09.2021,2021,yes,no,treatment of adult patients with mycosis fungoides (MF) or Sézary syndrome (SS) who have received at least one prior systemic therapy,treatment of adult patients with relapsed or refractory mycosis fungoides (MF) or Sézary syndrome (SS) who have received at least one prior systemic therapy,Neoplasms; Diseases of the skin,16.09.2020,2020,yes,EMA
swisspar_tavneos.pdf,66772,Not reported,Tavneos,avacopan,Vifor Fresenius Medical Care,Small molecule,hard capsule,oral,approved,authorised,19.09.2022,2022,yes,no,Avacopan is indicated for the treatment of adult patients with anti-neutrophil cytoplasmic autoantibody (ANCA)-associated vasculitis (granulomatosis with polyangiitis (Wegener’s) [GPA] or microscopic polyangiitis [MPA]).,"Tavneos, as an adjunctive treatment to standard immunosuppressive treatment that includes rituximab or cyclophosphamide with glucocorticoids, is indicated for the treatment of adult patients with severe, active antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis (granulomatosis with polyangiitis (GPA) and microscopic polyangiitis (MPA)).",Diseases of the blood and blood-forming organs,12.04.2021,2021,no,NA
swisspar_rybrevant_na_nas.pdf,68380,Not reported,Rybrevant,amivantamab,Janssen-Cilag AG,Biologics,concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),20.01.2022,2022,no,no,Rybrevant is indicated as monotherapy for the treatment of patients with metastatic or unresectable non-small cell lung cancer (NSCLC) with activating epidermal-growth factor receptor (EGFR) Exon 20 insertion mutations whose disease has progressed on or after platinum-containing chemotherapy.,"Rybrevant is indicated as monotherapy for the treatment of patients with metastatic or unresectable, non-small cell lung cancer (NSCLC) with activating insertion mutations in Exon 20 of the epidermal-growth factor receptor (EGFR) gene whose disease has progressed on or after platinum-containing chemotherapy.",Neoplasms; Diseases of the respiratory system,11.05.2021,2021,no,NA
swisspar_levocalm.pdf,69413,Not reported,Levocalm,levodropropizine,Gebro Pharma AG,Small molecule,syrup,oral,approved,authorised,18.07.2024,2024,no,no,Symptomatic treatment of non-productive cough.,"Symptomatic treatment of non-productive cough in adults, adolescents and children from the age of 2 years.",Diseases of the respiratory system,01.05.2023,2023,yes,NA
swisspar_orserdu.pdf,69417,Not reported,Orserdu,elacestrant as elacestrant dihydrochloride,Stemline Therapeutics Switzerland GmbH,Small molecule,film-coated tablets,oral,approved,authorised (under additional monitoring),04.06.2024,2024,no,no,"Orserdu monotherapy is indicated for the treatment of postmenopausal women, and men, with estrogen receptor (ER)-positive, human epidermal growth factor receptor 2 (HER2)-negative, advanced or metastatic breast cancer with an ESR1 mutation who have progressed following at least 1 line of endocrine therapy.","Orserdu is used as monotherapy for the treatment of postmenopausal women with estrogen receptor (ER)-positive, HER2-negative, locally advanced or metastatic breast cancer with an activating ESR1 mutation, whose disease has progressed after at least 1 line of endocrine therapy combined with a CDK 4/6 inhibitor.",Neoplasms,05.05.2023,2023,yes,FDA
swisspar_kapruvia.pdf,68653,Not reported,Kapruvia,difelikefalin,Vifor Fresenius Medical Care,Peptides and proteins,solution for injection,intravenous,approved,authorised,16.08.2022,2022,no,no,treatment of moderate to severe pruritus associated with chronic kidney disease in adult patients on haemodialysis,treatment of moderate to severe pruritus associated with chronic kidney disease in adult patients on haemodialysis,Diseases of the skin; Diseases of the genitourinary system,07.09.2021,2021,no,NA
swisspar_rinvoq_psor_arthr_final.pdf,67257,Not reported,Rinvoq,upadacitinib,AbbVie AG,Small molecule,prolonged-release tablet,oral,approved,authorised (under additional monitoring),23.03.2021,2021,no,yes,"RINVOQ is used to treat adults with active psoriatic arthritis who have responded poorly to, or cannot tolerate, treatment with one or more disease-modifying anti-rheumatic drugs (DMARDs). RINVOQ may be used as monotherapy or in combination with non-biological DMARDs. RINVOQ inhibits the progression of structural damage and improves physical functions.","RINVOQ is indicated for the treatment of active psoriatic arthritis in adult patients who have responded inadequately to, or who are intolerant to one or more DMARDs. RINVOQ may be used as monotherapy or in combination with non-biologic DMARDs.",Diseases of the musculoskeletal system and connective tissue,16.06.2020,2020,yes,NA
swisspar_rinvoq_ie.pdf,67257,Not reported,Rinvoq,upadacitinib as upadacitinib hemihydrate,AbbVie AG,Small molecule,prolonged-release tablet,oral,approved,authorised,26.11.2021,2021,no,yes,RINVOQ is indicated for the treatment of moderate to severe atopic dermatitis in adults who are candidates for systemic therapy.,RINVOQ is indicated for the treatment of moderate to severe atopic dermatitis in adults when conventional topical drug therapy does not provide adequate disease control or cannot be used.,Diseases of the skin,19.10.2020,2020,yes,NA
swisspar_vydura.pdf,69035,Not reported,Vydura,rimegepant,Pfizer AG,Small molecule,oral lyophilisate,oral,approved,authorised (under additional monitoring),18.10.2023,2023,no,no,Acute treatment of migraine with or without aura in adults; Preventive treatment of episodic migraine in adults who have at least 4 migraine attacks per month.,"Acute treatment of migraine attacks with or without aura in adults; Prophylactic treatment of episodic migraine in adults, if indicated.",Diseases of the nervous system,11.07.2022,2022,yes,European Medicines Agency
swisspar_mounjaro_ie.pdf,68726,Not reported,Mounjaro,tirzepatide,Eli Lilly (Suisse) SA,Peptides and proteins,solution for injection,subcutaneous,approved,authorised (under additional monitoring),09.07.2024,2024,no,yes,"Mounjaro is indicated as an adjunct to a reduced-calorie diet and increased physical activity for chronic weight management, including weight loss and weight maintenance, in adults with an initial body mass index (BMI) of: ≥30 kg/m2 (obesity), or ≥27 kg/m2 to <30 kg/m2 (overweight) and in the presence of at least 1 weight-related comorbidity condition (e.g. hypertension, dyslipidaemia, obstructive sleep apnoea, cardiovascular disease, prediabetes, or type 2 diabetes mellitus.)","Mounjaro is indicated as an adjunct to a reduced-calorie diet and increased physical activity for chronic weight management, including weight loss and weight maintenance, in adults with an initial body mass index (BMI) of ≥30 kg/m2 (obesity) or ≥27 kg/m2 to < 30kg/m2 (overweight) in the presence of at least 1 weight-related comorbid condition (e.g. hypertension, dyslipidaemia, obstructive sleep apnoea, cardiovascular disease, prediabetes, or type 2 diabetes mellitus).","Endocrine, nutritional, and metabolic diseases",07.07.2023,2023,no,NA
swisspar_enhertu_g102673750.pdf,67967,Not reported,Enhertu,trastuzumab deruxtecan,Daiichi Sankyo (Schweiz) AG,Biologics,powder for concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),06.03.2023,2023,no,yes,HER2-low Breast Cancer,HER2-low breast cancer,Neoplasms,17.06.2022,2022,yes,Not reported
swisspar_calquence_final.pdf,67790,Not reported,Calquence,acalabrutinib,AstraZeneca AG,Small molecule,hard capsule,oral,approved,authorised,04.03.2021,2021,yes,no,CALQUENCE is indicated for the treatment of patients with chronic lymphocytic leukaemia (CLL) or small lymphocytic lymphoma (SLL).,CALQUENCE monotherapy or in combination with obinutuzumab is indicated for the treatment of adult patients with previously untreated chronic lymphocytic leukaemia (CLL) who are 65 years and older or have comorbidities.,Neoplasms; Diseases of the blood and blood-forming organs,29.11.2019,2019,yes,FDA and CHMP
swisspar_fruzaqla.pdf,69524,Not reported,Fruzaqla,fruquintinib,Takeda Pharma AG,Small molecule,hard capsules,oral,approved,authorised (under additional monitoring),27.08.2024,2024,no,no,"Treatment of adult patients with metastatic colorectal cancer (mCRC) who have been previously treated with fluoropyrimidine‑, oxaliplatin‑, and irinotecan‑based chemotherapy, an anti‑VEGF therapy, and an anti-EGFR therapy or are not considered candidates for available therapies.","Fruzaqla is used as monotherapy for the treatment of adult patients with metastatic colorectal cancer (mCRC) who have been previously treated with available standard therapies, including fluoropyrimidine-, oxaliplatin-, and irinotecan-based chemotherapy, an anti-VEGF agent, and, in the presence of wild-type RAS, with an anti-EGFR agent, and who have progressed on or are intolerant to treatment with either trifluridine/tipiracil or regorafenib.",Neoplasms; Diseases of the digestive system,29.09.2023,2023,yes,Not reported
swisspar_verquvo.pdf,68001,Not reported,Verquvo,vericiguat,Bayer (Schweiz) AG,Small molecule,coated tablets,oral,approved,authorised (under additional monitoring),22.09.2021,2021,no,no,Heart failure,"treatment of symptomatic, chronic heart failure in adult patients with reduced ejection fraction who have been stabilised after a recent decompensation requiring i.v. therapy",Diseases of the circulatory system,15.07.2020,2020,yes,Not reported
swisspar_condrosulf_plus.pdf,68626,Not reported,Condrosulf Plus,"chondroitin sulfate sodium, glucosamine hydrochloride",IBSA Institut Biochimique SA,Other,hard capsule,oral,approved,authorised,11.01.2023,2023,no,no,Symptomatic treatment of knee osteoarthritis in patients with moderate to severe pain.,Symptomatic treatment of knee osteoarthritis in adult patients with moderate to severe pain.,Diseases of the musculoskeletal system and connective tissue,02.08.2021,2021,yes,NA
swisspar_pheburane-final.pdf,67263,Not reported,Pheburane,natrii phenylbutyras,NordMedica SA,Small molecule,Granules,oral,approved,authorised,29.07.2020,2020,yes,no,"PHEBURANE is indicated as adjunctive therapy in the chronic management of urea cycle disorders, involving deficiencies of carbamylphosphate synthetase, ornithine transcarbamylase or argininosuccinate synthetase. It is indicated in all patients with neonatal-onset presentation (complete enzyme deficiencies, presenting within the first 28 days of life). It is also indicated in patients with late-onset disease (partial enzyme deficiencies, presenting after the first month of life) who have a history of hyperammonaemic encephalopathy.","PHEBURANE is indicated as adjunctive therapy in the chronic management of urea cycle disorders, involving deficiencies of carbamylphosphate synthetase, ornithine transcarbamylase or argininosuccinate synthetase. It is indicated in all patients with neonatal-onset presentation (complete enzyme deficiencies, presenting within the first 28 days of life). It is also indicated in patients with late-onset disease (partial enzyme deficiencies, presenting after the first month of life) who have a history of hyperammonaemic encephalopathy.","Endocrine, nutritional, and metabolic diseases",18.02.2019,2019,yes,NA
swisspar_enhertu_ie_mbc_2l_g102661094.pdf,67967,Not reported,Enhertu,trastuzumab deruxtecan,Daiichi Sankyo (Schweiz) AG,Biologics,powder for concentrate for solution for infusion,intravenous,approved,authorised,30.06.2022,2022,no,yes,Enhertu monotherapy is indicated for the treatment of adult patients with unresectable or metastatic HER2-positive breast cancer who have received a prior anti-HER2-based regimen.,"Enhertu as monotherapy is indicated for the treatment of adult patients with unresectable or metastatic HER2-positive breast cancer who have received one or more prior anti-HER2-based regimens, including trastuzumab and a taxane, and had a progression either in the metastatic setting or within 6 months after finalisation of an adjuvant or neoadjuvant therapy.",Neoplasms,13.12.2021,2021,yes,NA
swisspar_minjuvi_na_nas_mit_fi.pdf,68083,Not reported,Minjuvi,tafasitamab,Incyte Biosciences International,Biologics,powder for concentrate for solution for infusion,intravenous,temporary authorisation,authorised (under additional monitoring),22.03.2022,2022,yes,no,"MINJUVI is indicated in combination with lenalidomide, followed by MINJUVI monotherapy, for the treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL), who are not eligible for, or who refuse, an autologous stem cell transplant (ASCT).","MINJUVI is indicated in combination with lenalidomide followed by MINJUVI monotherapy for the treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL) after at least one prior line of systemic therapy including an anti-CD20 antibody, who are not eligible for autologous stem cell transplant (ASCT).",Neoplasms; Diseases of the blood and blood-forming organs,01.12.2020,2020,yes,FDA and EMA/CHMP
swisspar_tenkasi_ie.pdf,68135,Not reported,Tenkasi,oritavancin,A. Menarini GmbH,Small molecule,powder for concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),15.11.2023,2023,no,yes,Tenkasi is indicated for the treatment of acute bacterial skin and skin structure infections (ABSSSI) in adults and paediatric patients aged 3 months and older if it is established or strongly suspected after microbiological sensitivity testing that the infection is caused by sensitive bacteria.,Tenkasi is indicated for the treatment of acute bacterial skin and skin structure infections (ABSSSI) in adults and paediatric patients aged 3 months and older if it is established or strongly suspected after microbiological sensitivity testing that the infection is caused by sensitive bacteria.,Infectious and parasitic diseases; Diseases of the skin,11.04.2023,2023,yes,NA
swisspar_epidyolex_final_zur_publikation.pdf,67590,Not reported,Epidyolex,cannabidiol,DRAC AG,Small molecule,solution,oral,approved,authorised (under additional monitoring),10.02.2021,2021,yes,no,Epidyolex is indicated for the adjunctive therapy of seizures associated with Lennox-Gastaut syndrome or Dravet syndrome in patients 2 years of age and older.,Epidyolex is indicated for the adjunctive therapy of seizures associated with Lennox-Gastaut syndrome (LGS) or Dravet syndrome (DS) in patients 2 years of age and older.,Diseases of the nervous system,11.06.2019,2019,yes,FDA; EMA
swisspar_doptelet.pdf,67893,Not reported,Doptelet,avatrombopag,Swedish Orphan Biovitrum AG,Small molecule,film-coated tablets,oral,approved,authorised (under additional monitoring),23.11.2021,2021,no,no,"Doptelet is indicated for the treatment of severe thrombocytopenia in adult patients with chronic liver disease (CLD) who are scheduled to undergo an invasive procedure. Doptelet is indicated for the treatment of chronic immune thrombocytopenia (ITP) in adult patients who have not responded to other treatments (e.g. corticoids, immunoglobulins).",Doptelet is indicated for the treatment of severe thrombocytopenia in adult patients with chronic liver disease who are scheduled to undergo an invasive procedure. Doptelet is indicated for the treatment of chronic immune thrombocytopenia (ITP) in adult patients who have shown insufficient response to at least one prior treatment.,Diseases of the blood and blood-forming organs,20.05.2020,2020,yes,European Medicines Agency (EMA)
swisspar_vaxneuvance_final.pdf,68752,Not reported,Vaxneuvance,Streptococcus pneumoniae serotypes 1 / 3 / 4 / 5 / 6A / 6B / 7F / 9V / 14 / 18C / 19A / 19F / 22F / 23F / 33F polysaccharide conjugated to Corynebacterium diphtheriae CRM 197 protein,MSD Merck Sharp & Dohme AG,Vaccine,suspension for injection,intramuscular,approved,authorised,14.02.2023,2023,no,no,Vaxneuvance is indicated for active immunisation for the prevention of invasive disease and pneumonia caused by Streptococcus pneumoniae in individuals 18 years of age and older.,Vaxneuvance is indicated for active immunisation for the prevention of invasive disease and pneumonia caused by Streptococcus pneumoniae in individuals 65 years of age and older.,Infectious and parasitic diseases; Diseases of the respiratory system,12.11.2021,2021,yes,EMA
swisspar_winrevair.pdf,69129,Not reported,Winrevair,sotatercept,MSD Merck Sharp & Dohme AG,Biologics,powder for solution for injection,intravenous,approved,authorised (under additional monitoring),13.09.2024,2024,yes,no,"Winrevair is indicated in combination with standard of care therapy for the treatment of pulmonary arterial hypertension (PAH) in adult patients with WHO functional class (FC) II to III to improve exercise capacity, provide clinical improvement, improve WHO FC, and delay disease progression, including to reduce the risk of death and hospitalisation due to PAH.","Winrevair, in combination with standard pulmonary arterial hypertension (PAH) therapy, is indicated for the treatment of PAH in adult patients with WHO functional class (FC) II to III to improve exercise capacity and to delay disease progression.",Diseases of the circulatory system,29.01.2024,2024,no,NA
swisspar_beyfortus.pdf,69039,Not reported,Beyfortus,nirsevimab,Sanofi-Aventis (Suisse) SA,Biologics,solution for injection,intramuscular,approved,authorised (under additional monitoring),22.12.2023,2023,no,no,Prevention of Respiratory Syncytial Virus (RSV) lower respiratory tract disease.,"Prevention of lower respiratory tract disease caused by RSV in neonates, infants, and toddlers up to 24 months.",Infectious and parasitic diseases; Diseases of the respiratory system,15.11.2022,2022,yes,European Medicines Agency (EMA)
swisspar_solmucol_bronchoprotect_final.pdf,67822,EMEA/H/A-31/1465,Solmucol Bronchoprotect,Not applicable,IBSA Institut Biochimique SA,Other,sublingual tablet,oral,approved,authorised,06.01.2022,2022,no,no,Prophylaxis of recurrent respiratory tract infections in adults and children from the age of 3 years.,Prophylaxis of recurrent respiratory tract infections in adults and children from the age of 3 years.,Diseases of the respiratory system,23.12.2019,2019,yes,EMA
swisspar_kerendia-1.pdf,68130,Not reported,Kerendia,finerenone,Bayer (Schweiz) AG,Small molecule,film-coated tablets,oral,approved,authorised (under additional monitoring),26.11.2021,2021,no,no,Kerendia is indicated to delay progression of kidney disease and to reduce the risk of cardiovascular mortality and morbidity in adults with chronic kidney disease and type 2 diabetes mellitus.,Kerendia is indicated to delay progression of chronic kidney disease in adult patients with type 2 diabetes mellitus.,"Diseases of the genitourinary system; Endocrine, nutritional, and metabolic diseases; Diseases of the circulatory system",01.12.2020,2020,yes,Not reported
swisspar_tepmetko.pdf,68113,Not reported,Tepmetko,tepotinib as tepotinib hydrochloride monohydrate,Merck (Schweiz) AG,Small molecule,film-coated tablets,oral,approved,authorised (under additional monitoring),22.06.2021,2021,yes,no,treatment of adult patients with advanced non-small cell lung cancer (NSCLC) harbouring MET tyrosine kinase receptor exon 14 (METex14) skipping alterations,treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) harbouring a MET tyrosine kinase receptor exon 14 (METex14) skipping mutation,Neoplasms; Diseases of the respiratory system,26.08.2020,2020,no,NA
