Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
apremilast-accord-epar-public-assessment-report_en.pdf,EMA/96125/2024,EMEA/H/C/006208/0000,Apremilast Accord,apremilast,Accord Healthcare S.L.U.,Small molecule,film-coated tablet,oral,approved,authorised,22.02.2024,2024,no,no,Psoriatic arthritis; Psoriasis; Behçet’s disease,Psoriatic arthritis; Psoriasis; Behçet’s disease,Diseases of the musculoskeletal system and connective tissue; Diseases of the skin; Other,06.03.2023,2023,yes,NA
tadalafil-mylan-epar-public-assessment-report_en.pdf,EMA/707959/2014,EMEA/H/C/003787,Tadalafil Mylan,Tadalafil,Generics (UK) Limited,Small molecule,film-coated tablets,oral,approved,authorised,25.09.2014,2014,no,no,Treatment of erectile dysfunction in adult males; Treatment of the signs and symptoms of benign prostatic hyperplasia in adult males,Treatment of erectile dysfunction in adult males; Treatment of the signs and symptoms of benign prostatic hyperplasia in adult males,Diseases of the genitourinary system,03.12.2013,2013,yes,Not reported
neuraceq-epar-public-assessment-report_en.pdf,EMA/5028/2014,EMEA/H/C/002553,Neuraceq,Florbetaben (18F),Piramal Imaging GmbH,Small molecule,solution for injection,intravenous,approved,authorised,19.12.2013,2013,no,no,"Neuraceq is indicated for the detection of β-amyloid in the brain, thereby assisting in the differential diagnosis in adult patients who are being evaluated for Alzheimer’s disease and other causes of cognitive decline.","Neuraceq is indicated for the detection of β-amyloid in the brain, thereby assisting in the differential diagnosis in adult patients who are being evaluated for Alzheimer’s disease and other causes of cognitive decline.",Diseases of the nervous system,07.01.2013,2013,no,NA
zoledronic-acid-teva-epar-public-assessment-report_en.pdf,EMA/534108/2012,EMEA/H/C/002439,Zoledronic acid Teva,zoledronic acid,Teva Pharma B.V.,Small molecule,concentrate for solution for infusion,intravenous,approved,authorised,15.03.2012,2012,no,no,prevention of skeletal related events and treatment of tumour-induced hypercalcaemia (TIH),prevention of skeletal related events and treatment of tumour-induced hypercalcaemia (TIH),Neoplasms; Diseases of the blood and blood-forming organs,06.05.2011,2011,yes,CHMP
pradaxa-epar-public-assessment-report_en.pdf,EMA/174363/2008,EMEA/H/C/829,Pradaxa,dabigatran etexilate,Boehringer Ingelheim International GmbH,Small molecule,hard capsules,oral,approved,authorised,18.03.2008,2008,no,no,Primary prevention of venous thromboembolic events in adult patients who have undergone elective total hip replacement surgery or total knee replacement surgery,Primary prevention of venous thromboembolic events in adult patients who have undergone elective total hip replacement surgery or total knee replacement surgery,Diseases of the musculoskeletal system and connective tissue; Diseases of the circulatory system,01.02.2007,2007,no,NA
galliapharm-epar-public-assessment-report_en.pdf,EMA/285852/2024,EMEA/H/C/006053/0000,GalliaPharm,Germanium (68Ge) chloride / Gallium (68Ga) chloride,Eckert & Ziegler Radiopharma GmbH,Other,Radionuclide Generator,Not reported,approved,authorised,30.05.2024,2024,no,no,"This medicinal product is not intended for direct use in patients. The eluate from the generator (gallium (68Ga) chloride solution) is indicated for in vitro radiolabelling of specific carrier molecules, developed and approved for radiolabelling with such solution, to be used for positron emission tomography (PET) imaging.","This radionuclide generator is not intended for direct use in patients. The sterile eluate (gallium (68Ga) chloride solution) from the radionuclide generator GalliaPharm is indicated for in vitro radiolabelling of various kits for radiopharmaceutical preparation developed and approved for radiolabelling with such eluate, to be used for positron emission tomography (PET) imaging.",Neoplasms,24.11.2022,2022,no,NA
tolvaptan-accord-epar-public-assessment-report_en.pdf,EMA/369354/2023,EMEA/H/C/005961/0000,Tolvaptan Accord,tolvaptan,Accord Healthcare S.L.U.,Small molecule,tablet,oral,approved,authorised,26.01.2023,2023,no,no,Tolvaptan is indicated in adults for the treatment of hyponatremia secondary to the syndrome of inappropriate antidiuretic hormone secretion (SIADH).,Tolvaptan is indicated in adults for the treatment of hyponatremia secondary to the syndrome of inappropriate antidiuretic hormone secretion (SIADH).,"Endocrine, nutritional, and metabolic diseases",29.11.2021,2021,yes,Not reported
onduarp-epar-public-assessment-report_en.pdf,EMA/891763/2011,EMEA/H/C/002118,Onduarp,telmisartan / amlodipine,Boehringer Ingelheim International GmbH,Small molecule,tablet,oral,approved,withdrawn,22.09.2011,2011,no,yes,Treatment of essential hypertension in adults: Add on therapy for adults whose blood pressure is not adequately controlled on amlodipine. Replacement therapy for adult patients receiving telmisartan and amlodipine from separate tablets.,Treatment of essential hypertension in adults: Add on therapy for adults whose blood pressure is not adequately controlled on amlodipine. Replacement therapy for adult patients receiving telmisartan and amlodipine from separate tablets.,Diseases of the circulatory system,06.07.2011,2011,yes,NA
cholestagel-epar-scientific-discussion_en.pdf,Not reported,EMEA/H/C/0000,Cholestagel,colesevelam hydrochloride,Not reported,Other,tablet,oral,approved,authorised,Not reported,Not reported,no,no,Reduction of elevated total and LDL-cholesterol in patients with primary hypercholesterolaemia,Reduction of elevated total and LDL-cholesterol in patients with primary hypercholesterolaemia,Diseases of the circulatory system,Not reported,Not reported,no,NA
rukobia-epar-public-assessment-report_en.pdf,EMA/702367/2020,EMEA/H/C/005011/0000,Rukobia,fostemsavir,ViiV Healthcare B.V.,Small molecule,prolonged release tablets,oral,approved,authorised,10.12.2020,2020,no,no,"Rukobia, in combination with other antiretrovirals, is indicated for the treatment of adults with multidrug resistant HIV-1 infection for whom it is otherwise not possible to construct a suppressive anti-viral regimen due to resistance, intolerance or safety considerations.","Rukobia, in combination with other antiretrovirals, is indicated for the treatment of adults with multidrug resistant HIV-1 infection for whom it is otherwise not possible to construct a suppressive anti-viral regimen due to resistance, intolerance or safety considerations.",Infectious and parasitic diseases,09.01.2020,2020,no,NA
luminity-epar-scientific-discussion_en.pdf,EMA/000000/2006,EMEA/H/C/000000,Luminity,Perflutren,Bristol-Myers Squibb Pharma Belgium Sprl,Other,dispersion for injection or infusion,intravenous,approved,authorised,Not reported,2006,no,no,contrast-enhanced ultrasound imaging in patients referred for diagnostic ultrasound imaging to improve the characterization of focal lesions of the liver and kidney,"Luminity is an ultrasound contrast-enhancing agent for use in patients in whom non-contrast echocardiography was suboptimal and who have suspected or established coronary artery disease, to provide opacification of cardiac chambers and improvement of left ventricular endocardial border delineation at both rest and stress",Diseases of the circulatory system,Not reported,Not reported,no,NA
olanzapine-teva-epar-scientific-discussion_en.pdf,Not reported,EMEA/H/C/000000,Olanzapine Teva,Olanzapine,Teva,Small molecule,film coated tablets and orodispersible tablets,oral,approved,authorised,Not reported,Not reported,no,no,treatment of schizophrenia and bipolar disorder,treatment of schizophrenia and bipolar disorder,Mental and behavioural disorders,Not reported,Not reported,yes,Not reported
crysvita-epar-public-assessment-report_en.pdf,EMA/148319/2018,EMEA/H/C/004275/0000,Crysvita,burosumab,Kyowa Kirin Limited,Biologics,solution for injection,subcutaneous,conditional marketing authorisation,authorised,14.12.2017,2017,yes,no,Treatment of X-linked hypophosphataemia (XLH) in children over 1 year of age and adults,Treatment of X-linked hypophosphataemia (XLH) in children over 1 year of age and adults,"Endocrine, nutritional, and metabolic diseases; Diseases of the musculoskeletal system and connective tissue",30.11.2016,2016,no,NA
byetta-epar-scientific-discussion_en.pdf,Not reported,Not reported,BYETTA,exenatide,Not reported,Peptides and proteins,solution for injection,subcutaneous,approved,authorised,Not reported,Not reported,no,no,"Treatment of type 2 diabetes in combination with metformin, a sulphonylurea, or a combination of metformin and a sulphonylurea.","Treatment of type 2 diabetes mellitus in combination with metformin, and/or sulphonylureas in patients who have not achieved adequate glycaemic control on maximally tolerated doses of these oral therapies.","Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,no,NA
invega-epar-scientific-discussion_en.pdf,EMA/000000/2007,EMEA/H/C/000000,Invega,Paliperidone,Janssen-Cilag International NV,Small molecule,prolonged release tablets,oral,approved,authorised,Not reported,2007,no,no,Treatment of schizophrenia,Treatment of schizophrenia,Mental and behavioural disorders,Not reported,Not reported,no,NA
tolucombi-epar-public-assessment-report_en.pdf,EMA/84367/2013,EMEA/H/C/002549,Tolucombi,telmisartan/hydrochlorothiazide,"Krka d.d., Novo mesto",Small molecule,tablet,oral,approved,authorised,17.01.2013,2013,no,no,Treatment of essential hypertension,Treatment of essential hypertension,Diseases of the circulatory system,25.04.2012,2012,yes,Not reported
exubera-epar-scientific-discussion_en.pdf,Not reported,Not reported,EXUBERA,Insulin Human,Aventis/ Pfizer EE IG,Peptides and proteins,Inhalation powder,Pulmonary,withdrawn,withdrawn,Not reported,Not reported,no,no,Treatment of adult patients with type 1 and type 2 diabetes mellitus,NA,"Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,no,NA
feraccru-epar-public-assessment-report_en.pdf,EMA/14567/2016,EMEA/H/C/002733/0000,Feraccru,ferric maltol,Iron Therapeutics (UK) Ltd,Small molecule,hard gelatine capsules,oral,approved,authorised,17.12.2015,2015,no,no,in adults for the treatment of iron deficiency anaemia: in patients who cannot tolerate other oral iron preparations or are non-compliant; in inflammatory bowel disease where other oral iron preparations are ineffective; in patients in whom treatment with intravenous iron is unsafe or not possible.,Feraccru is indicated in adults for the treatment of iron deficiency anaemia (IDA) in patients with inflammatory bowel disease (IBD).,Diseases of the blood and blood-forming organs; Diseases of the digestive system,01.12.2014,2014,yes,Not reported
nonafact-epar-scientific-discussion_en.pdf,Not reported,Not reported,Nonafact,Factor IX,Not reported,Peptides and proteins,Freeze-dried powder,Intravenous,approved,withdrawn,Not reported,Not reported,no,no,Treatment and prophylaxis of bleeding in patients with haemophilia B (congenital factor IX deficiency),Treatment and prophylaxis of bleeding in patients with haemophilia B (congenital factor IX deficiency),Diseases of the blood and blood-forming organs,Not reported,Not reported,yes,CPMP
striascan-epar-public-assessment-report_en.pdf,EMA/280752/2019,EMEA/H/C/004745/0000,Striascan,ioflupane (123 I),CIS BIO International,Other,Solution for injection,Intravenous,approved,authorised,26.04.2019,2019,no,no,"This medicinal product is for diagnostic use only. Striascan is indicated for detecting loss of functional dopaminergic neuron terminals in the striatum: In adult patients with clinically uncertain Parkinsonian Syndromes, for example those with early symptoms, in order to help differentiate Essential Tremor from Parkinsonian Syndromes related to idiopathic Parkinson’s Disease, Multiple System Atrophy and Progressive Supranuclear Palsy. Striascan is unable to discriminate between Parkinson's Disease, Multiple System Atrophy and Progressive Supranuclear Palsy. In adult patients, to help differentiate probable dementia with Lewy bodies from Alzheimer’s disease. Striascan is unable to discriminate between dementia with Lewy bodies and Parkinson’s disease dementia.","This medicinal product is for diagnostic use only. Striascan is indicated for detecting loss of functional dopaminergic neuron terminals in the striatum: In adult patients with clinically uncertain parkinsonian syndromes, for example those with early symptoms, in order to help differentiate essential tremor from parkinsonian syndromes related to idiopathic Parkinson’s disease, multiple system atrophy and progressive supranuclear palsy. Striascan is unable to discriminate between Parkinson's disease, multiple system atrophy and progressive supranuclear palsy. In adult patients, to help differentiate probable dementia with Lewy bodies from Alzheimer’s disease. Striascan is unable to discriminate between dementia with Lewy bodies and Parkinson’s disease dementia.",Diseases of the nervous system,02.05.2018,2018,yes,Not reported
votrient-epar-public-assessment-report_en.pdf,EMA/248579/2010,EMEA/H/C/001141,Votrient,pazopanib,Glaxo Group Limited,Small molecule,film-coated tablets,oral,conditional marketing authorisation,authorised,22.04.2010,2010,no,no,treatment of advanced and/or metastatic renal cell carcinoma (RCC),first line treatment of advanced Renal Cell Carcinoma (RCC) and for patients who have received prior cytokine therapy for advanced disease,Neoplasms; Diseases of the genitourinary system,27.02.2009,2009,no,NA
prasugrel-mylan-epar-public-assessment-report_en.pdf,EMA/243820/2018,EMEA/H/C/004644/0000,Prasugrel Mylan,prasugrel,Mylan S.A.S,Small molecule,film-coated tablet,oral,approved,authorised,22.03.2018,2018,no,no,Prevention of atherothrombotic events in adult patients with acute coronary syndrome undergoing primary or delayed percutaneous coronary intervention,Prevention of atherothrombotic events in adult patients with acute coronary syndrome undergoing primary or delayed percutaneous coronary intervention,Diseases of the circulatory system,27.04.2017,2017,yes,Not reported
procysbi-epar-public-assessment-report_en.pdf,EMA/375807/2013,EMEA/H/C/002465,PROCYSBI,mercaptamine,Raptor Pharmaceuticals Europe BV,Small molecule,"Gastro-resistant capsule, hard",Oral use,approved,authorised,27.06.2013,2013,yes,no,the management of proven nephropathic cystinosis in children and adults,treatment of proven nephropathic cystinosis,"Endocrine, nutritional, and metabolic diseases",01.03.2012,2012,no,NA
ellefore-withdrawal-assessment-report_en.pdf,EMA/45054/2009,EMEA/H/C/932,Ellefore,Desvenlafaxine,Wyeth Europa Limited,Small molecule,Prolonged release oral formulation,Oral,withdrawn,withdrawn,22.01.2009,2009,no,no,Treatment of major depressive disorder,NA,Mental and behavioural disorders,Not reported,Not reported,no,NA
datscan-epar-scientific-discussion_en.pdf,Not reported,Not reported,DaTSCAN,ioflupane (123I),Not reported,Other,solution for intravenous injection,intravenous,approved,authorised,Not reported,Not reported,no,no,"Detecting loss of functional dopaminergic neuron terminals in the striatum of patients with clinically uncertain Parkinsonian Syndromes, to help differentiate Essential Tremor from Parkinsonian Syndromes related to idiopathic Parkinson’s Disease, Multiple System Atrophy and Progressive Supranuclear Palsy.","Detecting loss of functional dopaminergic neuron terminals in the striatum of patients with clinically uncertain Parkinsonian Syndromes, to help differentiate Essential Tremor from Parkinsonian Syndromes related to idiopathic Parkinson’s Disease, Multiple System Atrophy and Progressive Supranuclear Palsy.",Diseases of the nervous system,Not reported,Not reported,no,NA
shingrix-epar-public-assessment-report_en.pdf,EMA/88588/2018,EMEA/H/C/004336/0000,Shingrix,"herpes zoster vaccine (recombinant, adjuvanted)",GSK Biologicals SA,Vaccine,powder and suspension for suspension for injection,intramuscular,approved,authorised,25.01.2018,2018,no,no,"prevention of herpes zoster (HZ) and HZ-related complications, such as post-herpetic neuralgia (PHN), in adults 50 years of age or older","prevention of herpes zoster (HZ) and HZ-related complications, such as post-herpetic neuralgia (PHN), in adults 50 years of age or older",Infectious and parasitic diseases,25.11.2016,2016,no,NA
delstrigo-epar-public-assessment-report_en.pdf,EMA/874672/2018,EMEA/H/C/004746/0000,Delstrigo,doravirine / lamivudine / tenofovir disoproxil,Merck Sharp & Dohme B.V.,Small molecule,film-coated tablet,oral,approved,authorised,20.09.2018,2018,no,no,"treatment of adults infected with HIV-1 without past or present evidence of viral resistance to doravirine, lamivudine, or tenofovir","treatment of adults infected with HIV-1 without past or present evidence of viral resistance to doravirine, lamivudine, or tenofovir",Infectious and parasitic diseases,03.11.2017,2017,no,NA
zaltrap-epar-public-assessment-report_en.pdf,EMA/755420/2012,EMEA/H/C/002532,Zaltrap,aflibercept,sanofi-aventis groupe,Biologics,Concentrate for solution for infusion,Intravenous,approved,authorised,15.11.2012,2012,no,no,Zaltrap in combination with irinotecan-fluoropyrimidine-based chemotherapy is indicated in adults with metastatic colorectal cancer (MCRC) previously treated with an oxaliplatin-containing regimen.,Zaltrap in combination with irinotecan/5-fluorouracil/folinic acid (FOLFIRI) chemotherapy is indicated in adults with metastatic colorectal cancer (MCRC) that is resistant to or has progressed after an oxaliplatin-containing regimen.,Neoplasms; Diseases of the digestive system,24.11.2011,2011,no,NA
enurev-breezhaler-epar-public-assessment-report_en.pdf,EMA/CHMP/508338/2012,EMEA/H/C/002430,Enurev Breezhaler,glycopyrronium bromide,Novartis Europharm Ltd.,Small molecule,inhalation powder,inhalation,approved,authorised,21.06.2012,2012,no,no,once daily maintenance bronchodilator treatment to relieve symptoms of patients with chronic obstructive pulmonary disease (COPD),maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD),Diseases of the respiratory system,01.09.2011,2011,no,NA
rydapt-epar-public-assessment-report_en.pdf,EMA/CHMP/516229/2017,EMEA/H/C/004095/0000,Rydapt,midostaurin,Novartis Europharm Ltd,Small molecule,soft capsule,oral,approved,authorised,20.07.2017,2017,yes,no,in combination with standard induction and consolidation chemotherapy followed by Rydapt single agent maintenance therapy for adult patients with newly diagnosed acute myeloid leukaemia (AML) who are Fms-like tyrosine kinase receptor-3 (FLT3) mutation-positive; as monotherapy for the treatment of adult patients with advanced systemic mastocytosis (SM).,"in combination with standard daunorubicin and cytarabine induction and high dose cytarabine consolidation chemotherapy, and for patients in complete response followed by Rydapt single agent maintenance therapy, for adult patients with newly diagnosed acute myeloid leukaemia (AML) who are FLT3 mutation positive; as monotherapy for the treatment of adult patients with aggressive systemic mastocytosis (ASM), systemic mastocytosis with associated haematological neoplasm (SM AHN), or mast cell leukaemia (MCL).",Neoplasms; Diseases of the blood and blood-forming organs,22.07.2016,2016,no,NA
sabervel-epar-public-assessment-report_en.pdf,EMA/225623/2012,EMEA/H/C/002510,Sabervel,irbesartan,Pharmathen S.A.,Small molecule,film-coated tablet,oral,approved,withdrawn,16.02.2012,2012,no,no,treatment of essential hypertension and treatment of renal disease in patients with hypertension and type 2 diabetes mellitus as part of an antihypertensive drug regimen,treatment of essential hypertension and treatment of renal disease in patients with hypertension and type 2 diabetes mellitus as part of an antihypertensive drug regimen,"Diseases of the circulatory system; Endocrine, nutritional, and metabolic diseases",05.05.2011,2011,yes,Not reported
zynrelef-epar-public-assessment-report_en.pdf,EMA/450646/2020,EMEA/H/C/005205/0000,ZYNRELEF,bupivacaine / meloxicam,Heron Therapeutics B.V.,Small molecule,prolonged-release wound solution,instillation,approved,withdrawn,23.07.2020,2020,no,no,Zynrelef is indicated in adults for application into the surgical site to reduce postoperative pain for 72 hours.,Zynrelef is indicated in adults for application into the surgical site to reduce postoperative pain for 72 hours.,"Injury, poisoning and certain other consequences of external causes",08.03.2019,2019,no,NA
fosavance-epar-scientific-discussion_en.pdf,Not reported,Not reported,FOSAVANCE,alendronic acid; colecalciferol,Not reported,Small molecule,tablet,oral,approved,authorised,Not reported,Not reported,no,no,Treatment of postmenopausal osteoporosis in patients at risk of vitamin D insufficiency,Treatment of postmenopausal osteoporosis in patients at risk of vitamin D insufficiency,Diseases of the musculoskeletal system and connective tissue,Not reported,Not reported,yes,Not reported
repaglinide-sun-withdrawal-assessment-report_en.pdf,EMA/316506/2010,EMEA/H/C/011145,REPAGLINIDE SUN,Repaglinide,Not reported,Small molecule,tablet,oral,withdrawn,withdrawn,Not reported,Not reported,no,no,Type 2 diabetes mellitus,NA,"Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,yes,NA
cevenfacta-epar-public-assessment-report_en.pdf,EMA/577398/2022,EMEA/H/C/005655/0000,Cevenfacta,eptacog beta (activated),Laboratoire français du Fractionnement et des Biotechnologies,Biologics,Powder and solvent for solution for injection,Intravenous,approved,authorised,19.05.2022,2022,no,no,Treatment of bleeding episodes and prevention of bleeding in patients undergoing surgery or invasive procedures with congenital haemophilia A or B with inhibitors,Treatment of bleeding episodes and prevention of bleeding in patients undergoing surgery or invasive procedures with congenital haemophilia A or B with inhibitors,Diseases of the blood and blood-forming organs,28.01.2021,2021,no,NA
lazcluze-epar-public-assessment-report_en.pdf,EMA/570488/2024,EMEA/H/C/006074/0000,Lazcluze,lazertinib,Janssen Cilag International,Small molecule,film-coated tablet,oral,approved,authorised,14.11.2024,2024,no,no,Lazcluze in combination with amivantamab is indicated for the first-line treatment of adult patients with advanced non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 L858R substitution mutations.,Lazcluze in combination with amivantamab is indicated for the first-line treatment of adult patients with advanced non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 L858R substitution mutations.,Neoplasms; Diseases of the respiratory system,21.12.2023,2023,no,NA
comtan-epar-scientific-discussion_en.pdf,Not reported,Not reported,Comtan,Entacapone,Not reported,Small molecule,film coated tablets,oral,approved,authorised,Not reported,Not reported,no,no,"Adjunct to standard preparations of levodopa/benserazide or levodopa/carbidopa for use in patients with Parkinson’s disease and end-of-dose motor fluctuations, who cannot be stabilised on those combinations.","Adjunct to standard preparations of levodopa/benserazide or levodopa/carbidopa for use in patients with Parkinson’s disease and end-of-dose motor fluctuations, who cannot be stabilised on those combinations.",Diseases of the nervous system,Not reported,Not reported,no,NA
ethyl-eicosapent-soft-gelatin-capsules-withdrawal-assessment-report_en.pdf,Not reported,EMEA/H/C/1148,Ethyl eicosapent soft gelatin capsules,Ethyl-eicosapent,Amarin Neuroscience Limited,Other,soft gelatin capsules,oral,withdrawn,withdrawn,04.03.2010,2010,yes,no,treatment of Huntington’s Disease,NA,Diseases of the nervous system,Not reported,Not reported,yes,NA
gazyvaro-epar-public-assessment-report_en.pdf,EMA/CHMP/231450/2014,EMEA/H/C/002799/0000,Gazyvaro,OBINUTUZUMAB,Roche Registration Ltd,Biologics,Concentrate for solution for infusion,Intravenous,approved,authorised,22.05.2014,2014,yes,no,Treatment of patients with previously untreated chronic lymphocytic leukaemia (CLL),Treatment of adult patients with previously untreated chronic lymphocytic leukaemia (CLL) and with comorbidities making them unsuitable for full-dose fludarabine based therapy,Neoplasms; Diseases of the blood and blood-forming organs,25.04.2013,2013,no,NA
lagevrio-withdrawal-assessment-report_en.pdf,EMA/116128/2023,EMEA/H/C/005789/0000,Lagevrio,molnupiravir,Merck Sharp & Dohme B.V.,Small molecule,hard capsule,oral,withdrawn,withdrawn,23.02.2023,2023,no,no,treatment of coronavirus disease 2019 (COVID-19) in adults,NA,Infectious and parasitic diseases,22.10.2021,2021,no,NA
clopidogrel-acetylsalicylic-acid-teva-epar-public-assessment-report_en.pdf,EMA/CHMP/333195/2014,EMEA/H/C/002272/0000,Clopidogrel / Acetylsalicylic acid Teva,clopidogrel / acetylsalicylic acid,Teva Pharma B.V.,Small molecule,film-coated tablets,oral,approved,withdrawn,26.06.2014,2014,no,no,prevention of atherothrombotic events in adult patients already taking both clopidogrel and acetylsalicylic acid,prevention of atherothrombotic events in adult patients already taking both clopidogrel and acetylsalicylic acid,Diseases of the circulatory system,03.12.2012,2012,yes,Not reported
ritonavir-mylan-epar-public-assessment-report_en.pdf,EMA/CHMP/749789/2017,EMEA/H/C/004549/0000,Ritonavir Mylan,ritonavir,MYLAN S.A.S.,Peptides and proteins,film-coated tablet,oral,approved,authorised,14.09.2017,2017,no,no,Ritonavir is indicated in combination with other antiretroviral agents for the treatment of HIV-1 infected patients (adults and children of 2 years of age and older).,Ritonavir is indicated in combination with other antiretroviral agents for the treatment of HIV-1 infected patients (adults and children of 2 years of age and older).,Infectious and parasitic diseases,05.12.2016,2016,yes,Not reported
elahere-epar-public-assessment-report_en.pdf,EMA/473768/2024,EMEA/H/C/005036/0000,Elahere,mirvetuximab soravtansine,AbbVie Deutschland GmbH & Co.,Biologics,concentrate for solution for infusion,intravenous,approved,authorised,19.09.2024,2024,yes,no,"treatment of adult patients with folate receptor-alpha (FRα) positive, platinum-resistant epithelial ovarian, fallopian tube, or primary peritoneal cancer","treatment of adult patients with folate receptor-alpha (FRα) positive, platinum-resistant high grade serous epithelial ovarian, fallopian tube, or primary peritoneal cancer who have received one to three prior systemic treatment regimens",Neoplasms; Diseases of the genitourinary system,29.09.2023,2023,no,NA
columvi-epar-public-assessment-report_en.pdf,EMA/228393/2023,EMEA/H/C/005751/0000,Columvi,glofitamab,Roche Registration GmbH,Biologics,concentrate for solution for infusion,intravenous,approved,authorised,26.04.2023,2023,yes,no,"Columvi as monotherapy is indicated for the treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL), after two or more lines of systemic therapy","treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL), after two or more lines of systemic therapy",Neoplasms; Diseases of the blood and blood-forming organs,25.03.2022,2022,no,NA
withdrawal-assessment-report-vijoice_en.pdf,EMA/506300/2023,EMEA/H/C/5468/0000,Vijoice,alpelisib,Not reported,Small molecule,film-coated tablet,oral,withdrawn,withdrawn,30.03.2023,2023,yes,no,treatment of adult and paediatric patients aged 2 years and older with severe manifestations of PIK3CA-related overgrowth spectrum (PROS),NA,Congenital malformations and chromosomal abnormalities; Other,Not reported,Not reported,no,NA
uptravi-epar-public-assessment-report_en.pdf,EMA/272184/2016,EMEA/H/C/003774/0000,Uptravi,selexipag,Actelion Registration Ltd.,Small molecule,film-coated tablet,oral,approved,authorised,01.04.2016,2016,no,no,long-term treatment of pulmonary arterial hypertension (PAH; WHO Group I) in adult patients with WHO functional class (FC) II–IV,long-term treatment of pulmonary arterial hypertension (PAH; WHO Group I) in adult patients with WHO functional class (FC) II–IV,Diseases of the circulatory system,01.12.2014,2014,no,NA
pandemic-influenza-vaccine-h5n1-medimmune-epar-public-assessment-report_en.pdf,EMA/CHMP/323530/2016,EMEA/H/C/003963/0000,Pandemic influenza vaccine H5N1 MedImmune,"pandemic influenza vaccine (H5N1) (live attenuated, nasal)",MedImmune LLC,Vaccine,nasal spray suspension,nasal,conditional marketing authorisation,authorised,01.04.2016,2016,no,no,Prophylaxis of influenza in an officially declared pandemic situation in children and adolescents from 12 months to less than 18 years of age.,Prophylaxis of influenza in an officially declared pandemic situation in children and adolescents from 12 months to less than 18 years of age.,Infectious and parasitic diseases,05.03.2015,2015,no,NA
somatropin-biopartners-epar-public-assessment-report_en.pdf,EMA/CHMP/229458/2013,EMEA/H/C/002196/0000,Somatropin Biopartners,somatropin,BioPartners GmbH,Peptides and proteins,spray-dried powder for suspension for injection,subcutaneous,approved,withdrawn,30.05.2013,2013,no,no,Long-term treatment of growth failure in children and replacement therapy of endogenous growth hormone in adults with growth hormone deficiency.,Long-term treatment of growth failure in children and replacement therapy of endogenous growth hormone in adults with growth hormone deficiency.,"Endocrine, nutritional, and metabolic diseases",30.01.2012,2012,no,NA
hirobriz-breezhaler-epar-public-assessment-report_en.pdf,EMA/814999/2009,EMEA/H/C/001211,Hirobriz Breezhaler,indacaterol,Novartis Europharm Ltd.,Small molecule,inhalation powder,inhalation,approved,authorised,24.09.2009,2009,no,no,maintenance bronchodilator treatment of airflow obstruction in adult patients with chronic obstructive pulmonary disease (COPD),maintenance bronchodilator treatment of airflow obstruction in adult patients with chronic obstructive pulmonary disease (COPD),Diseases of the respiratory system,24.07.2009,2009,no,NA
sancuso-epar-public-assessment-report_en.pdf,EMA/228344/2012,EMEA/H/C/002296,Sancuso,granisetron,ProStrakan Ltd,Small molecule,transdermal patch,transdermal,approved,authorised,16.02.2012,2012,no,no,prevention of nausea and vomiting in patients receiving moderately or highly emetogenic chemotherapy,"prevention of nausea and vomiting associated with moderately or highly emetogenic chemotherapy, for a planned duration of 3 to 5 consecutive days, where oral anti-emetic administration is complicated by factors making swallowing difficult",Neoplasms,29.09.2010,2010,no,NA
apexxnar-epar-public-assessment-report_en.pdf,EMA/12384/20222,EMEA/H/C/005451/0000,Apexxnar,"pneumococcal polysaccharide conjugate vaccine (20-valent, adsorbed)",Pfizer Europe MA EEIG,Vaccine,suspension for intramuscular injection,intramuscular,approved,authorised,16.12.2021,2021,no,no,Active immunisation for the prevention of invasive disease and pneumonia caused by Streptococcus pneumoniae in adults 18 years of age and older.,Active immunisation for the prevention of invasive disease and pneumonia caused by Streptococcus pneumoniae in adults 18 years of age and older.,Infectious and parasitic diseases; Diseases of the respiratory system,05.02.2021,2021,no,NA
briviact-epar-public-assessment-report_en.pdf,EMA/822086/2015,EMEA/H/C/003898/0000,Briviact,Brivaracetam,UCB Pharma SA,Small molecule,film-coated tablets; oral solution; solution for injection/infusion,oral; intravenous,approved,authorised,19.11.2015,2015,no,no,adjunctive therapy in the treatment of partial-onset seizures with or without secondary generalisation in patients from 16 years of age with epilepsy,adjunctive therapy in the treatment of partial-onset seizures with or without secondary generalisation in patients from 16 years of age with epilepsy,Diseases of the nervous system,20.11.2014,2014,no,NA
